nom,SIREN,type,code_region,code_departement,population,tranche_pop,adresse_courriel,telephone,site_internet
CC du Pays Grenadois,244000824,CC,75,40,7914,3500 ≤ hab < 10.000,secretariat@cc-paysgrenadois.fr,05 58 45 44 42,http://www.cc-paysgrenadois.fr
CC du Pays Haut Val d'Alzette,245701404,CC,44,"54,57",28624,10.000 ≤ hab < 100.000,contact@ccphva.com,03 82 53 50 01,http://www.ccphva.com
CC du Pays Houdanais (C.C.P.H.),247800550,CC,"11,24","28,78",29792,10.000 ≤ hab < 100.000,ccph@cc-payshoudanais.fr,01 30 46 82 80,http://www.cc-payshoudanais.fr
CC du Pays Loudunais,248600447,CC,75,86,25126,10.000 ≤ hab < 100.000,,,
CC du Pays Morcenais,244000691,CC,75,40,9716,3500 ≤ hab < 10.000,contact@paysmorcenais.fr,05 58 04 14 15,http://www.paysmorcenais.fr
CC du Pays Noyonnais,246000756,CC,32,60,33871,10.000 ≤ hab < 100.000,courrier@paysnoyonnais.fr,03 44 09 60 40,http://www.paysnoyonnais.fr
CC du Pays Orne Moselle,245701271,CC,44,57,54282,10.000 ≤ hab < 100.000,ccpom@ccpom.fr,03 87 58 32 32,http://www.ccpom.fr
CC du Pays Rethélois,200043156,CC,44,08,30678,10.000 ≤ hab < 100.000,accueil@cc-paysrethelois.fr,03 52 10 01 00,http://www.paysrethelois.fr
CC du Pays Rhénan,200041325,CC,44,67,36884,10.000 ≤ hab < 100.000,contact@cc-paysrhenan.fr,03 88 06 74 30,http://www.cc-paysrhenan.fr
CC du Pays Rignacois,241200625,CC,76,12,5730,3500 ≤ hab < 10.000,cte.communes.pays.rignacois@wanadoo.fr,05 65 80 20 80,http://www.pays-rignacois.fr
CC du Pays Riolais,247000706,CC,27,70,12830,10.000 ≤ hab < 100.000,communaute-communes@cc-pays-riolais.fr,03 84 91 84 94,http://www.cc-pays-riolais.fr
CC du Pays Rochois,247400724,CC,84,74,28582,10.000 ≤ hab < 100.000,contact@ccpaysrochois.fr,04 50 03 39 92,http://www.ccpaysrochois.fr
CC du Pays Solesmois,245901038,CC,32,59,15296,10.000 ≤ hab < 100.000,contact@ccpays-solesmois.fr,03 27 70 74 30,http://www.ccpays-solesmois.fr
CC du Pays Sostranien,242300135,CC,75,23,,,infos@cco23.fr,05 55 63 91 11,https://www.pays-sostranien.fr
CC du Pays Tarusate,244000766,CC,75,40,17932,10.000 ≤ hab < 100.000,accueil@pays-tarusate.fr,05 58 73 31 28,http://www.pays-tarusate.fr
CC du Pays Viganais,243000270,CC,76,30,10424,10.000 ≤ hab < 100.000,infos@cc-paysviganais.fr,04 99 54 27 00,http://www.cc-paysviganais.fr
CC du Perche,200006971,CC,24,28,19444,10.000 ≤ hab < 100.000,contact@cc-perche.fr,02 37 52 18 82,http://www.cc-perche.fr
CC du Perche et Haut Vendômois,200040772,CC,24,41,9381,3500 ≤ hab < 10.000,cchv@cchv41.fr,02 54 82 74 91,http://www.cphv41.fr
CC du Périgord Nontronnais,200071819,CC,75,24,15700,10.000 ≤ hab < 100.000,dgs@ccpn.fr,05 53 60 33 88,http://www.perigord-nontronnais.fr
CC du Périgord Ribéracois,200040400,CC,75,24,20337,10.000 ≤ hab < 100.000,contact@ccpr24.fr,05 53 92 50 60,http://www.ccpr24.fr
CC du Piémont Cévenol,200034411,CC,76,30,22004,10.000 ≤ hab < 100.000,contact@piemont-cevenol.fr,04 66 93 06 12,http://www.piemont-cevenol.fr
CC du Pilat Rhodanien,244200895,CC,84,42,17178,10.000 ≤ hab < 100.000,ccpr@pilatrhodanien.fr,04 74 87 30 13,http://www.pilatrhodanien.fr
CC du Pithiverais,200066280,CC,24,45,30028,10.000 ≤ hab < 100.000,accueil@ccdp.fr,02 38 32 76 10,http://www.ccdp.fr
CC du Pithiverais-Gâtinais,200071850,CC,24,45,26665,10.000 ≤ hab < 100.000,accueil.beaunois@pithiveraisgatinais.fr,02 38 33 92 68,http://www.pithiveraisgatinais.fr
CC du Plateau de Frasne et du Val de Drugeon (CFD),242504496,CC,27,25,6067,3500 ≤ hab < 10.000,secretariat@frasnedrugeon-cfd.fr,03 81 49 88 84,http://www.frasnedrugeon-cfd.fr
CC du Plateau de Montbazens,241200674,CC,76,12,6376,3500 ≤ hab < 10.000,com.cnes.montbazens@wanadoo.fr,05 65 63 76 07,http://www.cc-plateau-montbazens.fr
CC du Plateau de Russey,242504355,CC,27,25,6835,3500 ≤ hab < 10.000,contact@cc-russey.fr,03 81 43 81 26,http://www.cc-russey.fr
CC du Pont du Gard,243000684,CC,76,30,26568,10.000 ≤ hab < 100.000,contact@cc-pontdugard.fr,04 66 37 67 67,http://www.cc-pontdugard.fr
CC du Provinois,200037133,CC,11,77,35852,10.000 ≤ hab < 100.000,accueil@cc-du-provinois.fr,01 60 58 60 58,http://www.cc-provinois.fr
CC du Quercy Blanc,200039519,CC,76,46,7937,3500 ≤ hab < 10.000,contact@ccquercyblanc.fr,05 65 20 34 92,http://www.ccquercyblanc.fr
CC du Quercy Caussadais,248200057,CC,76,82,20876,10.000 ≤ hab < 100.000,,,
CC du Quercy Rouergue et des Gorges de l'Aveyron,248200107,CC,76,"81,82",7808,3500 ≤ hab < 10.000,,,
CC du Réolais en Sud Gironde,200044394,CC,75,33,24180,10.000 ≤ hab < 100.000,contact@reolaisensudgironde.fr,05 56 71 71 55,http://www.reolais.fr
CC du Réquistanais,241200542,CC,76,12,5588,3500 ≤ hab < 10.000,,,
CC du Rhône aux Gorges de l'Ardèche,240700864,CC,84,07,19389,10.000 ≤ hab < 100.000,contact@ccdraga.fr,04 75 54 57 05,http://www.ccdraga.fr
CC du Ried de Marckolsheim,200030526,CC,44,"67,68",20396,10.000 ≤ hab < 100.000,contact@ried-marckolsheim.fr,03 88 92 53 73,http://www.ried-marckolsheim.fr
CC du Romorantinais et du Monestois,200018406,CC,24,41,35102,10.000 ≤ hab < 100.000,direction.generale@ccrm41.fr,02 54 94 41 61,http://www.ccrm41.fr
CC du Rouillacais,241600303,CC,75,16,10325,10.000 ≤ hab < 100.000,administration@ccrouillacais.fr,05 45 96 83 24,http://www.cdcrouillacais.fr
CC du Royans-Vercors,200067767,CC,84,26,10023,10.000 ≤ hab < 100.000,contact@cc-royans-vercors.org,04 75 47 79 42,http://cc-royans-vercors.org
CC du Sammiellois,245500327,CC,44,55,8879,3500 ≤ hab < 10.000,codecomsammiellois@orange.fr,03 29 89 19 02,http://www.cc-sammiellois.fr
CC du Sartenais Valinco Taravo,242010130,CC,94,2A,11780,10.000 ≤ hab < 100.000,contact@sartenaisvalinco.fr,04 95 20 06 34,http://sartenaisvalinco.fr
CC du Saulnois,245701206,CC,44,57,30199,10.000 ≤ hab < 100.000,administration@cc-saulnois.fr,03 87 05 11 11,http://www.cc-saulnois.fr
CC du Saves,243200599,CC,76,32,9870,3500 ≤ hab < 10.000,contact@ccsaves32.fr,05 62 62 68 70,http://www.ccsaves.com
CC du Secteur de Saint-Loubès,243301249,CC,75,33,27027,10.000 ≤ hab < 100.000,cdc.saintloubes@free.fr,05 56 78 91 11,http://www.cdcsaintloubes.fr
CC du Seignanx,244000659,CC,75,40,27477,10.000 ≤ hab < 100.000,accueil@cc-seignanx.fr,05 59 56 61 61,http://www.cc-seignanx.fr
CC du Serein,200039709,CC,27,89,7685,3500 ≤ hab < 10.000,,,
CC du Sisteronais-Buëch,200068765,CC,"84,93","04,05,26",25576,10.000 ≤ hab < 100.000,contact.ccsb@sisteronais-buech.fr,04 92 31 27 52,http://www.sisteronais-buech.fr
CC du Sor et de l'Agout,248100158,CC,76,81,23491,10.000 ≤ hab < 100.000,,,
CC du Sud,200060473,CC,06,976,31945,10.000 ≤ hab < 100.000,,,
CC du Sud Avesnois,200043404,CC,32,59,26234,10.000 ≤ hab < 100.000,contact@cc-sudavesnois.fr,03 27 60 65 24,http://www.cc-actionpaysdefourmies.fr
CC du Sud Corse,200040764,CC,94,2A,21228,10.000 ≤ hab < 100.000,secretariat.general@cc-sudcorse.fr,04 95 70 73 43,https://www.cc-sudcorse.fr
CC du Sud Est du Pays Manceau,247200421,CC,52,72,17691,10.000 ≤ hab < 100.000,communaute.communes@sudestmanceau.com,02 43 40 09 98,http://www.cc-sudestmanceau.fr
CC du Sud Gironde,200043974,CC,75,33,39266,10.000 ≤ hab < 100.000,contact@cdcsudgironde.fr,05 56 63 81 10,http://www.cdcsudgironde.fr
CC du Sud Marnais,245100979,CC,44,51,6216,3500 ≤ hab < 10.000,cc-sud-marnais@wanadoo.fr,03 26 42 52 36,http://www.cc-sudmarnais.fr
CC du Sud Messin,200039907,CC,44,57,16517,10.000 ≤ hab < 100.000,contact@sudmessin.fr,03 87 38 04 10,http://www.sudmessin.fr
CC du Sud Territoire,249000241,CC,27,90,24012,10.000 ≤ hab < 100.000,,,
CC du Sud-Artois,200035442,CC,32,62,28266,10.000 ≤ hab < 100.000,accueil@cc-sudartois.fr,03 21 59 17 17,http://www.cc-sudartois.fr
CC du Sud-Estuaire,244400586,CC,52,44,30585,10.000 ≤ hab < 100.000,info@cc-sudestuaire.fr,02 40 27 70 12,http://www.cc-sudestuaire.fr
CC du Ternois,200069672,CC,32,"62,80",39172,10.000 ≤ hab < 100.000,contact@ternoiscom.fr,03 21 41 98 45,http://www.ternoiscom.fr
CC du Terrassonnais en Périgord Noir Thenon Hautefort,200041150,CC,75,24,22993,10.000 ≤ hab < 100.000,contact@cctth.fr,05 53 50 96 10,http://cc-terrassonnais-thenon-hautefort.fr
CC du Territoire de Fresnes-en-Woëvre,245501176,CC,44,55,5001,3500 ≤ hab < 10.000,contact@codecomfresnes.com,03 29 87 31 29,http://www.codecomfresnes.com
CC du Territoire de Lunéville à Baccarat,200070324,CC,44,54,42969,10.000 ≤ hab < 100.000,contact@delunevilleabaccarat.fr,03 83 74 05 00,http://delunevilleabaccarat.fr
CC du Territoire Nord Picardie,200070951,CC,32,80,32417,10.000 ≤ hab < 100.000,,,
CC du Thouarsais,247900798,CC,75,79,36793,10.000 ≤ hab < 100.000,info@thouars-communaute.fr,05 49 66 77 00,http://www.thouars-communaute.fr
CC du Triangle Vert,200041861,CC,27,70,11274,10.000 ≤ hab < 100.000,contact@cctv70.fr,03 84 95 89 90,http://www.cctv70.fr
CC du Trièves,200030658,CC,84,38,10300,10.000 ≤ hab < 100.000,accueil@cdctrieves.fr,04 76 34 11 22,http://www.cc-trieves.fr
CC du Val d'Amboise,200043065,CC,24,37,28699,10.000 ≤ hab < 100.000,accueil@cc-valdamboise.fr,02 47 23 47 44,http://www.cc-valdamboise.fr
CC du Val d'Amour,243900420,CC,27,39,9678,3500 ≤ hab < 10.000,contact@valdamour.com,03 84 37 74 74,http://www.valdamour.com
CC du Val d'Argent,246800395,CC,44,68,9771,3500 ≤ hab < 10.000,ccva-accueil@valdargent.com,03 89 58 83 45,http://www.valdargent.com
CC du Val d'Ay,240700716,CC,84,07,6039,3500 ≤ hab < 10.000,secretariat@val-d-ay.fr,04 75 34 91 83,http://www.val-d-ay.fr
CC du Val d'Orne,246100390,CC,28,61,6142,3500 ≤ hab < 10.000,cdc.valdorne@orange.fr,02 33 36 93 73,http://www.cc-valdorne.fr
CC du Val de Bouzanne,200018521,CC,24,36,6154,3500 ≤ hab < 10.000,cdsbouzanne@orange.fr,02 54 31 20 06,http://www.valdebouzanne.fr
CC du Val de Cher,240300566,CC,84,03,5659,3500 ≤ hab < 10.000,,,
CC du Val de l'Aisne,240200501,CC,32,02,20681,10.000 ≤ hab < 100.000,accueil@cc-valdeaisne.fr,03 23 54 05 81,http://www.cc-valdeaisne.fr
CC du Val de l'Eyre,243301405,CC,75,33,19936,10.000 ≤ hab < 100.000,cdc@valdeleyre.fr,05 56 88 85 88,http://www.valdeleyre.fr
CC du Val de l'Oise,200040426,CC,32,02,16433,10.000 ≤ hab < 100.000,contact@ccvo.fr,03 23 66 73 17,http://www.ccvo.fr
CC du Val de Morteau,242504116,CC,27,25,21181,10.000 ≤ hab < 100.000,morteau@morteau.org,03 81 68 56 56,http://www.cc-valdemorteau.fr
CC du Val de Sarthe,247200629,CC,52,72,30999,10.000 ≤ hab < 100.000,communaute@cc-valdesarthe.fr,02 43 83 51 12,http://www.val-de-sarthe.fr
CC du Val de Somme,248000499,CC,32,80,26799,10.000 ≤ hab < 100.000,,,
CC du Val de Sully,200070100,CC,24,45,25310,10.000 ≤ hab < 100.000,,,
CC du Val de Vienne,248719288,CC,75,87,16383,10.000 ≤ hab < 100.000,,,
CC du Val Marnaysien,200041887,CC,27,"25,70",14410,10.000 ≤ hab < 100.000,cc@valmarnaysien.com,03 84 31 94 84,http://www.valmarnaysien.com
CC du Vallespir,246600373,CC,76,66,21133,10.000 ≤ hab < 100.000,accueil@vallespir.com,04 68 87 69 05,http://www.vallespir.com
CC du Vexin Normand,200071843,CC,28,27,33047,10.000 ≤ hab < 100.000,contact@ccvexin-normand.fr,02 32 27 89 50,http://www.cdc-vexin-normand.fr
CC du Vexin-Thelle,246000707,CC,32,60,20721,10.000 ≤ hab < 100.000,accueil@vexinthelle.com,03 44 49 15 15,http://www.vexinthelle.com
CC du Vexin-Val de Seine,249500513,CC,11,95,16945,10.000 ≤ hab < 100.000,,,
CC du Vimeu,200070944,CC,32,80,23445,10.000 ≤ hab < 100.000,,,
CC du Volvestre,200066819,CC,76,31,30403,10.000 ≤ hab < 100.000,contact@cc-volvestre.fr,05 61 90 80 70,http://www.cc-volvestre.fr
CC du Warndt,245701164,CC,44,57,18385,10.000 ≤ hab < 100.000,contact@ccwarndt.fr,03 57 85 02 20,http://www.cc-warndt.fr
CC Écueillé-Valençay,200040558,CC,24,36,11588,10.000 ≤ hab < 100.000,accueil@ccev.fr,02 54 00 32 38,http://www.cc-ecueille-valencay.fr
CC Éguzon - Argenton - Vallée de la Creuse,200068872,CC,24,36,20424,10.000 ≤ hab < 100.000,info@cc-valleedelacreuse.fr,02 54 01 09 00,http://www.lavalleedelacreuse.fr
CC Élan Limousin Avenir Nature,200066512,CC,75,87,28304,10.000 ≤ hab < 100.000,,,
CC Enclave des Papes-Pays de Grignan,200040681,CC,"84,93","26,84",23598,10.000 ≤ hab < 100.000,,,
CC Entr'Allier Besbre et Loire,200071470,CC,84,03,25763,10.000 ≤ hab < 100.000,contact@interco-abl.fr,04 70 45 00 99,http://interco-abl.fr
"CC Entre Arroux,Loire et Somme",200070316,CC,27,71,23621,10.000 ≤ hab < 100.000,accueil@cceals.fr,03 85 85 12 92,https://cceals.fr
CC Entre Beauce et Perche,200058360,CC,24,28,22048,10.000 ≤ hab < 100.000,contact@entrebeauceetperche.fr,02 37 24 38 47,http://entrebeauceetperche.fr
CC Entre Dore et Allier,246301097,CC,84,63,19249,10.000 ≤ hab < 100.000,contact@ccdoreallier.fr,04 73 73 95 10,http://www.ccdoreallier.fr
CC Entre Juine et Renarde (CCEJR),249100553,CC,11,91,27850,10.000 ≤ hab < 100.000,,,
CC Entre Saône et Grosne,247103765,CC,27,71,11623,10.000 ≤ hab < 100.000,,03 85 44 91 92,http://www.cc-entresaoneetgrosne.fr
CC Estuaire et Sillon,200072734,CC,52,44,39099,10.000 ≤ hab < 100.000,communaute@estuaire-sillon.fr,02 40 56 81 03,http://www.estuaire-sillon.fr
CC Falaises du Talou,247600729,CC,28,76,24132,10.000 ≤ hab < 100.000,contact@falaisesdutalou.fr,02 35 04 85 10,http://www.falaisesdutalou.fr
CC Faucigny-Glières,200000172,CC,84,74,28076,10.000 ≤ hab < 100.000,courrier@ccfg.fr,04 50 97 51 58,http://www.ccfg.fr
CC Fercher Pays Florentais,241800457,CC,24,18,11987,10.000 ≤ hab < 100.000,paysflorentais@cc-fercher.fr,02 48 23 22 08,http://www.ccfercher.fr
CC Fier et Usses,247400567,CC,84,74,15508,10.000 ≤ hab < 100.000,accueil@ccfu.fr,04 50 77 70 74,http://www.fier-et-usses.com
CC Flandre Lys,245900758,CC,32,"59,62",40140,10.000 ≤ hab < 100.000,contact@cc-flandrelys.fr,03 28 50 14 90,http://www.cc-flandrelys.fr
"CC Forêts,Lacs,Terres en Champagne",241000223,CC,44,10,7004,3500 ≤ hab < 10.000,cdc.piney@wanadoo.fr,03 25 73 65 81,http://www.foretslacsterresenchampagne.fr
"CC Forêts,Seine et Suzon",200039063,CC,27,21,7015,3500 ≤ hab < 10.000,ccfss@ccfss.fr,03 80 42 99 00,http://www.cc-forets-seine-suzon.fr
CC Fumel Vallée du Lot,200068930,CC,75,47,25014,10.000 ≤ hab < 100.000,ccfl@cc-dufumelois.fr,05 53 40 46 70,http://www.fumelvalleedulot.com
CC Gally Mauldre,200034130,CC,11,78,22687,10.000 ≤ hab < 100.000,contact.mairie@maule.fr,01 30 90 49 00,http://www.cc-gallymauldre.fr
CC Gartempe - Saint-Pardoux,248719262,CC,75,87,5329,3500 ≤ hab < 10.000,,,
CC Gâtinais Val de Loing,200023919,CC,11,77,19196,10.000 ≤ hab < 100.000,ccgvl@ccgvl77.fr,01 64 29 20 48,http://www.ccgvl77.fr
CC Giennoises,244500211,CC,24,45,25832,10.000 ≤ hab < 100.000,direction@cc-giennoises.fr,02 38 29 80 00,http://www.legiennois.fr
CC Gorges Causses Cévennes,200069151,CC,76,48,7353,3500 ≤ hab < 10.000,contact@ccgcc48.fr,04 66 44 03 92,http://www.gorgescaussescevennes.fr
CC Grand Orb,200042646,CC,76,34,20827,10.000 ≤ hab < 100.000,contact@grandorb.fr,04 67 23 78 03,http://www.grandorb.fr
CC Grand Sud Tarn et Garonne,200066652,CC,76,82,41930,10.000 ≤ hab < 100.000,,,
CC Grand-Figeac,200067361,CC,76,"12,46",45161,10.000 ≤ hab < 100.000,secretariat.general@grand-figeac.fr,05 65 11 22 76,http://www.grand-figeac.fr
CC Haut Chemin-Pays de Pange,200067957,CC,44,57,19682,10.000 ≤ hab < 100.000,accueil@cchcpp.fr,03 87 64 10 63,https://www.cchcpp.fr
CC Haut Limousin en Marche,200071942,CC,75,87,24184,10.000 ≤ hab < 100.000,,,
CC Haut Nivernais-Val d'Yonne,200067429,CC,27,"58,89",13324,10.000 ≤ hab < 100.000,,,
CC Haut Val de Sèvre,200041994,CC,75,79,30950,10.000 ≤ hab < 100.000,contact@cc-hvs.fr,05 49 76 29 58,http://www.cc-hautvaldesevre.fr
CC Haut-Jura Saint-Claude,200026573,CC,27,39,21746,10.000 ≤ hab < 100.000,contact@hautjurasaintclaude.fr,03 84 45 89 00,http://www.hautjurasaintclaude.fr
CC Haut-Léon Communauté,200067072,CC,53,29,32435,10.000 ≤ hab < 100.000,contact@hlc.bzh,02 98 69 10 44,http://www.hautleoncommunaute.bzh
CC Haute Sarthe Alpes Mancelles,200072700,CC,52,72,23576,10.000 ≤ hab < 100.000,contact@cchautesarthealpesmancelles.fr,02 43 34 34 59,http://www.cchautesarthealpesmancelles.fr
CC Haute-Corrèze Communauté,200066744,CC,75,"19,23",34986,10.000 ≤ hab < 100.000,contact@hautecorrezecommunaute.fr,05 55 95 35 38,http://www.hautecorrezecommunaute.fr
CC Haute-Maurienne Vanoise,200070340,CC,84,73,8922,3500 ≤ hab < 10.000,info@cchmv.fr,04 79 05 26 67,http://www.cchautemaurienne.com
CC Haute-Provence-Pays de Banon,200071025,CC,93,04,9897,3500 ≤ hab < 10.000,mairie@mane-en-provence.com,04 92 75 04 13,http://www.mane-en-provence.com
CC Houve-Pays Boulageois,200067650,CC,44,57,23588,10.000 ≤ hab < 100.000,contact@cchpb.net,03 87 79 52 90,http://www.paysboulageois.fr
CC Inter-Caux-Vexin,200070449,CC,28,76,55265,10.000 ≤ hab < 100.000,contact@intercauxvexin.fr,02 35 34 73 74,http://www.intercauxvexin.fr
CC Interco Normandie Sud Eure,200066462,CC,"24,28","27,28",40465,10.000 ≤ hab < 100.000,communication@inse27.fr,02 32 32 93 01,http://www.inse27.fr
CC Intercom Bernay Terres de Normandie,200066413,CC,28,27,57513,10.000 ≤ hab < 100.000,,,
CC Intercom de la Vire au Noireau,200068799,CC,28,14,49410,10.000 ≤ hab < 100.000,accueil.ivn@vireaunoireau.fr,02 31 66 66 55,https://www.vireaunoireau.fr
CC Interrégionale Aumale - Blangy-sur-Bresle,200069722,CC,"28,32","76,80",22320,10.000 ≤ hab < 100.000,contact@cciabb.fr,02 35 94 02 76,http://www.cc-aumale-blangy.fr
CC Isigny-Omaha Intercom,200066801,CC,28,14,27278,10.000 ≤ hab < 100.000,accueil@isigny-omaha-intercom.fr,02 31 21 42 27,http://www.isigny-omaha-intercom.fr
CC Isle Double Landais,200040384,CC,75,24,12105,10.000 ≤ hab < 100.000,accueil@ccidl.fr,05 53 82 58 25,http://www.ccidl.fr
CC Isle et Crempse-en-Périgord,200069094,CC,75,24,14584,10.000 ≤ hab < 100.000,communaute-de-communes@mussidan.fr,05 53 81 00 88,http://www.isle-et-crempse-en-perigord.fr
CC Isle Vern Salembre en Périgord,200040095,CC,75,24,19487,10.000 ≤ hab < 100.000,contact@ccivs.fr,05 53 03 45 82,http://www.ccivs.fr
CC Isle-Loue-Auvézère en Périgord,242401024,CC,75,24,14145,10.000 ≤ hab < 100.000,contact@ccilap.fr,05 53 55 31 32,http://ccilap.fr
CC Jabron-Lure-Vançon-Durance,200071033,CC,"84,93","04,26",5453,3500 ≤ hab < 10.000,secretariat@ccjlvd.fr,04 92 34 46 75,https://ccjlvd.fr
CC Jalle-Eau-Bourde,243301165,CC,75,33,30999,10.000 ≤ hab < 100.000,cdc@jalleeaubourde.fr,05 56 78 13 00,https://jalleeaubourde.fr
CC Jura Nord,243900560,CC,27,39,11808,10.000 ≤ hab < 100.000,contact@jura-nord.com,03 84 71 12 17,http://www.jura-nord.com
CC l'Orée de la Brie,247700644,CC,11,"77,91",27217,10.000 ≤ hab < 100.000,communaute@loreedelabrie.fr,01 60 62 15 81,http://www.loreedelabrie.fr
CC La Clayette Chauffailles en Brionnais,200070548,CC,27,71,15676,10.000 ≤ hab < 100.000,cc@brionnaissudbourgogne.fr,03 85 26 52 20,https://brionnaissudbourgogne.fr
CC La Domitienne,243400488,CC,76,34,27926,10.000 ≤ hab < 100.000,courrier@ladomitienne.com,04 67 90 40 90,http://www.ladomitienne.com
CC La Grandvallière,243900610,CC,27,39,5515,3500 ≤ hab < 10.000,secretariat@lagrandvalliere.fr,03 84 60 20 63,http://www.lagrandvalliere.fr
CC La Rochefoucauld - Porte du Périgord,200068914,CC,75,16,22340,10.000 ≤ hab < 100.000,accueil@rochefoucauld-perigord.fr,05 45 63 00 52,http://www.rochefoucauld-perigord.fr
CC La Septaine,241800374,CC,24,18,10950,10.000 ≤ hab < 100.000,cclaseptaine@cc-laseptaine.fr,02 48 69 80 77,http://cc-laseptaine.fr
CC Lacs et Gorges du Verdon,200040210,CC,93,83,9203,3500 ≤ hab < 10.000,,,
CC Larzac et Vallées,241200906,CC,76,12,5520,3500 ≤ hab < 10.000,contact@cc-larzacvallees.fr,05 65 99 33 00,https://www.cc-larzacvallees.fr
CC Latitude Nord Gironde,243301181,CC,75,33,19825,10.000 ≤ hab < 100.000,contact@latitude-nord-gironde.fr,05 57 58 98 87,http://www.cclng.fr
CC Lauragais Revel Sorezois,243100567,CC,76,"11,31,81",22158,10.000 ≤ hab < 100.000,accueil@revel-lauragais.com,05 62 71 23 33,http://www.revel-lauragais.com
CC Lavalette Tude Dronne,200070282,CC,75,16,18548,10.000 ≤ hab < 100.000,accueil@ccltd.fr,05 45 24 08 79,http://www.lavalette-tude-dronne.fr
CC Le Dourdannais en Hurepoix (CCDH),249100595,CC,11,91,26758,10.000 ≤ hab < 100.000,,,
CC Le Dunois,241800424,CC,24,18,7926,3500 ≤ hab < 10.000,,,
CC Le Gesnois Bilurien,200072684,CC,52,72,31316,10.000 ≤ hab < 100.000,contact@cc-gesnoisbilurien.fr,02 43 54 80 40,http://www.cc-gesnoisbilurien.fr
CC Le Grand Charolais,200071884,CC,"27,84","03,71",41905,10.000 ≤ hab < 100.000,contact@legrandcharolais.fr,09 71 16 95 95,https://www.legrandcharolais.fr
CC Le Grésivaudan,200018166,CC,84,38,104179,100.000 ≤ hab < 500.000,accueil@le-gresivaudan.fr,04 76 08 04 57,http://www.le-gresivaudan.fr
CC Le Tonnerrois en Bourgogne,200039642,CC,27,89,17106,10.000 ≤ hab < 100.000,,,
CC Les Avant-Monts,200071058,CC,76,34,26947,10.000 ≤ hab < 100.000,contact@avant-monts.fr,04 67 36 07 51,http://www.avant-monts.fr
CC Les Balcons du Dauphiné,200068542,CC,84,38,77408,10.000 ≤ hab < 100.000,contact@balconsdudauphine.fr,04 74 90 39 10,http://www.balconsdudauphine.fr
CC Les Bertranges,200068088,CC,"24,27","18,58",20793,10.000 ≤ hab < 100.000,accueil@lesbertranges.fr,03 86 37 79 43,https://www.lesbertranges.fr
CC Les Portes Briardes entre Villes et Forêts,200023125,CC,11,77,46752,10.000 ≤ hab < 100.000,contact@lesportesbriardes.fr,01 64 43 35 26,http://lesportesbriardes.fr
CC Les Portes de l'Ile de France,200071074,CC,11,78,22835,10.000 ≤ hab < 100.000,accueil@ccpif.fr,01 30 93 16 72,http://www.ccpif.fr
CC Les Trois Provinces,241800432,CC,24,18,5325,3500 ≤ hab < 10.000,contact@cc3p.fr,02 48 80 09 28,http://cc3p.fr
CC Les Vals du Dauphiné,200068567,CC,84,38,63724,10.000 ≤ hab < 100.000,contact@valsdudauphine.fr,04 74 97 05 79,http://www.valsdudauphine.fr
CC Les Versants d'Aime,247300817,CC,84,73,9820,3500 ≤ hab < 10.000,contact@versantsdaime.fr,04 79 55 40 27,http://www.versantsdaime.fr
CC Lieuvin Pays d'Auge,200066017,CC,28,27,20873,10.000 ≤ hab < 100.000,"accueil@bernaynormandie.fr, accueil@lieuvinpaysdauge.fr, contact@agglo-ville.chartres.fr","02 32 43 50 06, 02 32 46 80 88, 02 37 23 40 00","http://www.bernaynormandie.fr, http://www.lieuvinpaysdauge.fr, http://www.chartres-metropole.fr"
CC Liffré-Cormier Communauté,243500774,CC,53,35,26181,10.000 ≤ hab < 100.000,contact@liffre-cormier.fr,02 99 68 31 31,http://www.liffre-cormier.fr
CC Loches Sud Touraine,200071587,CC,24,37,53945,10.000 ≤ hab < 100.000,accueil@lochessudtouraine.com,02 47 91 1 920,http://www.lochessudtouraine.com
CC Lodévois et Larzac,200017341,CC,76,34,14989,10.000 ≤ hab < 100.000,contact@lodevoisetlarzac.fr,04 67 88 90 90,http://www.lodevoisetlarzac.fr
CC Loir-Lucé-Bercé,200070373,CC,52,72,24840,10.000 ≤ hab < 100.000,secretariat@loirluceberce.fr,02 43 38 17 17,http://www.loirluceberce.fr
CC Loire et Allier,245801063,CC,27,58,7447,3500 ≤ hab < 10.000,administratif@cc-loire-allier.fr,03 86 21 08 49,http://www.cc-loire-allier.fr
CC Loire et Semène,244301131,CC,84,43,20851,10.000 ≤ hab < 100.000,accueil@loire-semene.fr,04 71 75 69 50,http://www.loire-semene.fr
CC Loire Layon Aubance,200071553,CC,52,49,57576,10.000 ≤ hab < 100.000,contact@loirelayonaubance.fr,02 41 74 93 74,http://www.loirelayonaubance.fr
CC Lot et Tolzac,244701405,CC,75,47,7443,3500 ≤ hab < 10.000,contact@cclt.fr,05 53 84 82 48,http://www.lotettolzac.fr
CC Loué - Brûlon - Noyen,200040475,CC,52,72,18967,10.000 ≤ hab < 100.000,accueil@cc-lbn.fr,02 43 92 31 58,http://www.cc-lbn.fr
CC Loue-Lison,200068070,CC,27,25,25843,10.000 ≤ hab < 100.000,contact@cclouelison.fr,03 81 57 16 33,http://www.cclouelison.fr
CC Lyon Saint Exupéry en Dauphiné,243800935,CC,84,38,27629,10.000 ≤ hab < 100.000,accueil@lysed.fr,04 72 46 19 80,http://www.lysed.fr
